name,tags
Black Desert,"MMORPG,Massively Multiplayer,RPG,Open World,Character Customization,Adventure,Fantasy,Action,Strategy,3D,Atmospheric,Crafting,Medieval,Simulation,Magic,Cooking,Multiplayer,PvP,War,Combat"
A Plague Tale: Requiem,"Adventure,Action,Action-Adventure,Exploration,Interactive Fiction,Cinematic,3D,Third Person,Realistic,Atmospheric,Alternate History,Dark,Emotional,Female Protagonist,Drama,Medieval,Historical,Singleplayer,Mystery,Narration"
Project Zomboid,"Survival,Zombies,Open World,Open World Survival Craft,Multiplayer,Sandbox,Post-apocalyptic,Co-op,Crafting,Indie,Simulation,Building,RPG,Survival Horror,Realistic,Isometric,Singleplayer,2D,Early Access,Adventure"
Raft,"Survival,Open World Survival Craft,Multiplayer,Co-op,Crafting,Open World,Building,Base Building,Online Co-Op,Adventure,Sandbox,First-Person,Singleplayer,Early Access,Underwater,Simulation,Action,Indie,Strategy,Massively Multiplayer"
DayZ,"Survival,Zombies,Multiplayer,Open World,Action,PvP,Shooter,Massively Multiplayer,Horror,Post-apocalyptic,Simulation,FPS,Early Access,First-Person,Survival Horror,Sandbox,Adventure,Co-op,Atmospheric,Indie"
Terraria,"Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel Graphics,Crafting,Building,Exploration,Co-op,Open World,Online Co-Op,Indie,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric"
RimWorld,"Colony Sim,Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,City Builder,Moddable,Open World,Procedural Generation,2D,Sci-fi,Indie,Space,Tactical RPG,Western,Cartoony"
BeamNG.drive,"Simulation,Driving,Physics,Destruction,Realistic,Automobile Sim,Open World,Sandbox,Racing,Moddable,Singleplayer,Multiplayer,Early Access,First-Person,Third Person,Exploration,Funny,Action,Adventure,Flight"
Euro Truck Simulator 2,"Driving,Transportation,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Management,Atmospheric,Multiplayer,Controller,Family Friendly,Third Person,Adventure,Casual,Indie"
ELDEN RING,"Souls-like,Dark Fantasy,RPG,Open World,Difficult,Action RPG,Third Person,Fantasy,Multiplayer,Singleplayer,Online Co-Op,Action,PvP,Co-op,Violent,Atmospheric,Great Soundtrack,3D,Character Customization,Family Friendly"
Sons Of The Forest,"Survival,Open World,Multiplayer,Survival Horror,Co-op,Base Building,Crafting,Horror,First-Person,Exploration,Adventure,Building,Singleplayer,Atmospheric,Action-Adventure,Sandbox,Action,Simulation,Early Access,Immersive Sim"
Hunt: Showdown,"Open World,Tactical,Atmospheric,Multiplayer,Perma Death,FPS,Shooter,PvP,Survival Horror,Horror,Difficult,Online Co-Op,Western,Co-op,Battle Royale,Team-Based,Action,Gore,Zombies,First-Person"
Wallpaper Engine,"Mature,Utilities,Software,Anime,Design & Illustration,Animation & Modeling,NSFW,Indie,Memes,Cute,Action,First-Person,Funny,Singleplayer,Early Access,Photo Editing,Sandbox,Game Development,Horror,Gaming"
NARAKA: BLADEPOINT,"Battle Royale,Multiplayer,Martial Arts,PvP,Female Protagonist,Action,Third Person,Survival,Character Customization,Hack and Slash,Massively Multiplayer,Fighting,Swordplay,Parkour,Adventure,Anime,Mature,Violent,Gore,Free to Play"
Jagged Alliance 3,"Strategy,Tactical,Turn-Based Tactics,RPG,Turn-Based Strategy,Turn-Based Combat,Tactical RPG,Singleplayer,Strategy RPG,Co-op Campaign,Action,Loot,3D,Isometric,Classic,Turn-Based"
Ready or Not,"Tactical,Realistic,FPS,Multiplayer,Shooter,Co-op,Singleplayer,First-Person,Action,Horror,Violent,Gun Customization,Combat,Crime,Modern,Gore,Atmospheric,America,Co-op Campaign,Early Access"
Phasmophobia,"Horror,Online Co-Op,Multiplayer,Psychological Horror,Co-op,VR,Supernatural,First-Person,Investigation,Dark,Demons,Mystery,Detective,Early Access,3D,Thriller,Indie,Action,Tactical,Lovecraftian"
SnowRunner,"Simulation,Automobile Sim,Adventure,Exploration,Sandbox,Realistic,Driving,First-Person,Open World,Third Person,Multiplayer,Immersive Sim,Atmospheric,Racing,Snow,Nature,Physics,ATV,PvE,Team-Based"
PUBG: BATTLEGROUNDS,"Survival,Shooter,Battle Royale,Multiplayer,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Strategy,Early Access,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth"
Dota 2,"Free to Play,MOBA,Multiplayer,Strategy,eSports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,RPG,Fantasy,Character Customization,Replay Value,Action RPG,Simulation"
Rust,"Survival,Crafting,Multiplayer,Open World,Open World Survival Craft,Building,PvP,Sandbox,Adventure,First-Person,Action,FPS,Nudity,Co-op,Shooter,Online Co-Op,Indie,Early Access,Post-apocalyptic,Simulation"
Team Fortress 2,"Free to Play,Hero Shooter,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting"
Baldur's Gate 3,"Early Access,RPG,Choices Matter,Character Customization,Story Rich,CRPG,Fantasy,Co-op Campaign,Romance,Class-Based,Dark Fantasy,Turn-Based Combat,PvE,Narration,Combat,Stealth,Crafting,Dungeons & Dragons,Isometric,Team-Based"
BattleBit Remastered,"FPS,Shooter,Multiplayer,Destruction,Massively Multiplayer,Military,PvP,Action,War,First-Person,Tactical,Team-Based,Combat,Class-Based,Character Customization,Early Access,Gun Customization,3D,Voxel,Indie"
Deceit - Spider Pack,"Free to Play,Action,Indie,Multiplayer,FPS,Social Deduction"
Baldur's Gate II: Enhanced Edition,"RPG,Dungeons & Dragons,Story Rich,Fantasy,CRPG,Party-Based RPG,Tabletop,Open World,Real-Time with Pause,Character Customization,Adventure,Choices Matter,Multiplayer,Magic,Online Co-Op,Singleplayer,Atmospheric,Action-Adventure,Isometric,Old School"
Wargame: Red Dragon,"Strategy,RTS,Military,Realistic,Wargame,Cold War,Tactical,Multiplayer,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Real-Time,Action,Co-op,Difficult,Epic,Adventure"
Hacknet - Labyrinths,"Indie,Simulation,Hacking,Great Soundtrack,Programming"
Melatonin,"Rhythm,Indie,Cute,Hand-drawn,Colorful,Action,2D,Singleplayer,Surreal,Puzzle,Music,Comedy,Arcade,Score Attack,Relaxing,Controller,Music-Based Procedural Generation,Great Soundtrack,Cozy,Psychological Horror"
Mortal Shell,"Souls-like,Dark Fantasy,Action,RPG,Violent,Difficult,Singleplayer,Action RPG,Third Person,Hack and Slash,Atmospheric,Adventure,Indie,Gore,Sexual Content,Multiplayer,Open World,Horror,Nudity,Roguelike"
House Flipper - Garden DLC,"Simulation,Casual,Indie,Singleplayer,Building,Relaxing,First-Person,Realistic,Family Friendly,Design & Illustration,Sandbox,Destruction,Base Building,Management,Economy,3D,Beautiful,Education,Replay Value,Moddable"
Just Die Already,"Open World,Multiplayer,Sandbox,Adventure,Simulation,Indie,Gore,Violent,Comedy,Funny,Shooter,Nudity,Online Co-Op,Co-op,Third Person,3D,Singleplayer,Sexual Content,Perma Death,Free to Play"
Job Simulator,"VR,Simulation,Funny,First-Person,Singleplayer,Robots,Comedy,Physics,Memes,Family Friendly,Sandbox,Casual,Sci-fi,Atmospheric,Realistic,Action,Job Simulator,Indie,Psychological Horror,Multiplayer"
Deep Rock Galactic - Dawn of the Dread Pack,Action
Space Engineers Deluxe,"Simulation,Indie,Strategy,Action,Sandbox,Space"
Deadside Supporter Pack,"Indie,Action,Adventure,Massively Multiplayer,Survival"
GYLT,"Action,Adventure,Horror,Narration,Puzzle,Female Protagonist,Exploration,Hidden Object,Emotional,Mystery,Supernatural,Stealth,Story Rich,Action-Adventure,3D,Multiple Endings,Controller,Third Person,Singleplayer,Survival Horror"
Journey To The Savage Planet,"Adventure,Action,Exploration,Action-Adventure,3D Platformer,First-Person,Arcade,Colorful,Multiplayer,Comedy,Shoot 'Em Up,Dark Comedy,1990's,Dark Humor,Co-op,Story Rich,Singleplayer,Metroidvania,Violent,Sci-fi"
DARK SOULS™ II,"Souls-like,RPG,Dark Fantasy,Difficult,Action RPG,Action,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,Immersive,PvP,Third Person,Replay Value,Open World,Dark"
"Warhammer 40,000: Gladius - Craftworld Aeldari","Strategy,Warhammer 40K"
Hitman: Blood Money,"Stealth,Action,Assassin,Singleplayer,Third Person,Classic,Great Soundtrack,Third-Person Shooter,Cult Classic,Sandbox,Puzzle,Replay Value,Crime,Shooter,Atmospheric,Difficult,First-Person,Strategy,Dark,Simulation"
Hot Lava,"Precision Platformer,3D Platformer,Parkour,Racing,Exploration,Time Attack,First-Person,PvP,Difficult,Platformer,Female Protagonist,Multiplayer,Action,Adventure,Nostalgia,1990's,Singleplayer,Fast-Paced,Indie,Great Soundtrack"
Steelrising,"Atmospheric,Action,Singleplayer,Third Person,Souls-like,RPG,Adventure,Action RPG,Difficult,Fantasy,Exploration,Character Customization,Story Rich,Soundtrack,Violent,Dark Fantasy,Alternate History,Character Action Game,Action-Adventure,Cinematic"
The Jackbox Party Pack 4,"Casual,Trivia,Local Multiplayer,Indie,Strategy,Funny,Multiplayer,Party Game,Party,Comedy,Board Game,Co-op,Family Friendly,Great Soundtrack"
SnowRunner - Season 1: Search & Recover,"Adventure,Simulation,Racing"
Hunt: Showdown - The Phantom of the Catacombs,"Action,Gore,Violent"
There Is No Game: Wrong Dimension,"Indie,Adventure,Casual,Point & Click,Pixel Graphics,Funny,Comedy,Puzzle,Story Rich,Singleplayer,2D,Narration,Parody,Romance,Interactive Fiction,Great Soundtrack,Simulation,Remake,RPG,Action"
Solasta: Crown of the Magister - Supporter Pack,"RPG,Strategy,Adventure,Indie,Dungeons & Dragons,CRPG,Character Customization,Class-Based,Singleplayer,Turn-Based Combat,Choices Matter,Turn-Based Tactics,Top-Down,Fantasy,Tactical,Turn-Based Strategy,Story Rich,Tactical RPG,Team-Based"
,
PlanetSide 2,"Free to Play,FPS,Massively Multiplayer,Shooter,Action,Open World,Multiplayer,Team-Based,Sci-fi,Tactical,War,First-Person,PvP,Futuristic,Co-op,Online Co-Op,Strategy,Space,Adventure,RPG"
Assetto corsa - Japanese Pack,"Racing,Sports,Simulation,Indie"
Solasta: Crown of the Magister - Inner Strength,"Adventure,RPG,Indie,Strategy,Dungeons & Dragons,Tactical RPG,Turn-Based,Fantasy,Co-op,Tactical,Turn-Based Strategy,Story Rich,Class-Based,Turn-Based Combat,CRPG,Co-op Campaign,Character Customization,Top-Down,Team-Based,Choices Matter"
Skullgirls 2nd Encore,"Fighting,2D Fighter,Indie,Hand-drawn,Female Protagonist,Multiplayer,Anime,Competitive,Stylized,Local Multiplayer,Crowdfunded,Controller,Singleplayer,Lore-Rich,Noir,2D,Action,Cartoon,Arcade,Story Rich"
Weird West: Definitive Edition,"Western,RPG,Isometric,Immersive Sim,Story Rich,Atmospheric,Tactical RPG,Action,Stealth,Multiple Endings,Dark Fantasy,Supernatural,Action RPG,Violent,Choices Matter,Indie,Top-Down,Singleplayer,Adventure,Dark"
The Walking Dead: Saints & Sinners,"VR,Zombies,Action,Gore,Adventure,Horror,Shooter,Survival Horror,Violent,Survival,RPG,Singleplayer,Choices Matter,Indie,Simulation,Strategy,Open World,First-Person,FPS,Action RPG"
King's Bounty: Warriors of the North,"RPG,Strategy,Turn-Based Strategy,Tactical,Turn-Based,Strategy RPG,Fantasy,Tactical RPG,Vikings,Hex Grid,Adventure,Singleplayer"
Eco,"Open World Survival Craft,Survival,Multiplayer,Building,Open World,Crafting,Sandbox,Simulation,Co-op,Economy,Adventure,Base Building,Indie,Exploration,Online Co-Op,Early Access,Realistic,Education,Singleplayer,First-Person"
Tetris® Effect: Connected,"Puzzle,Casual,Colorful,Abstract,Psychedelic,VR,Stylized,Controller,PvP,Score Attack,Co-op,Tutorial,Local Co-Op,Local Multiplayer,Multiplayer,Great Soundtrack,Singleplayer,Online Co-Op,Indie,Beautiful"
HELLCARD,"Early Access,RPG,Roguelike,Card Battler,Co-op,Roguelite,Strategy,Turn-Based Combat,Deckbuilding,Difficult,Dungeon Crawler,Turn-Based,Co-op Campaign,Card Game,Fantasy,Online Co-Op,Local Co-Op,Roguelike Deckbuilder,Singleplayer,Isometric"
Grim Dawn - Crucible Mode DLC,"RPG,Action,Adventure,Indie,Hack and Slash,Loot,Dark Fantasy"
Insurgency,"FPS,Realistic,Tactical,Multiplayer,Shooter,Action,Military,Team-Based,Co-op,First-Person,War,Strategy,Online Co-Op,Competitive,Indie,Simulation,PvP,Singleplayer,Atmospheric,Adventure"
Assetto Corsa - Porsche Pack II,"Racing,Simulation,Indie,Sports"
Terra Invicta,"Strategy,Simulation,Grand Strategy,4X,Historical,War,Management,Tactical,Sci-fi,Space,Military,Moddable,Sandbox,RTS,Singleplayer,Real-Time with Pause,Diplomacy,Economy,Political,Early Access"
Krita,"Design & Illustration,Animation & Modeling,Photo Editing,Software,Hand-drawn,Indie"
5D Chess With Multiverse Time Travel,"Chess,Survival Horror,Time Travel,Time Manipulation,Board Game,Puzzle,Difficult,Multiplayer,Turn-Based Strategy,Strategy,Turn-Based Tactics,Singleplayer,PvP,Gore,Artificial Intelligence,Indie,Dating Sim,Nudity,Sci-fi,Colorful"
Road Redemption,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
Othercide,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Female Protagonist,Roguelite,Dark Fantasy,Turn-Based,Dark,Tactical,Roguelike,Turn-Based Strategy,Horror,Gothic,Singleplayer,Difficult,Unforgiving,Atmospheric,Great Soundtrack,Perma Death"
Stellaris: Toxoids Species Pack,"Strategy,Simulation"
SnowRunner - Jeep Dual Pack,"Adventure,Simulation"
Rising Storm 2: Vietnam,"FPS,War,Realistic,Military,Multiplayer,Shooter,Tactical,Action,First-Person,Historical,Team-Based,Simulation,Gore,Cold War,Atmospheric,Singleplayer,Massively Multiplayer,Violent,Strategy,Indie"
Granblue Fantasy: Versus,"Action,Anime,2D Fighter,Fighting,PvP,Competitive,Multiplayer,RPG,Fantasy,Sexual Content,Great Soundtrack,Arcade,Local Multiplayer,Singleplayer"
Session: Skate Sim,"Sports,Simulation,Singleplayer,Skateboarding,Indie,Action,Realistic,Third Person,Exploration,Difficult,Early Access,Family Friendly,Funny,Physics,Character Customization,Immersive Sim,Skating,Parkour,Strategy,Multiplayer"
Torchlight II,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Loot,Co-op,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon"
Stellaris: Nemesis,"Strategy,Simulation,Grand Strategy,4X,Space,Replay Value,Real-Time with Pause,Futuristic,Exploration,RTS,Multiplayer,Moddable,Story Rich,Atmospheric,Management,Sandbox,Diplomacy,Military,Singleplayer,Procedural Generation"
The Complex: Expedition,"Horror,Exploration,Realistic,Singleplayer,Story Rich,Action,Mystery,Psychological Horror,Adventure,Simulation,Cinematic,Immersive Sim,First-Person,3D,1990's,Atmospheric,Thriller,Open World,America,Early Access"
,
Poly Bridge 3,"Simulation,Puzzle,3D,Building,Cartoon,Colorful,Stylized,Physics,Level Editor,Crafting,Funny,Singleplayer,Moddable"
Blood Bowl 3,"PvP,Multiplayer,Singleplayer,Strategy,Fantasy,Board Game,Turn-Based,RPG,Turn-Based Strategy,Tactical,Action,Games Workshop,Funny,Dark Fantasy,Turn-Based Tactics,Gore,Violent,Sports,Medieval,Management"
Universe Sandbox,"Sandbox,Space,Simulation,Physics,Science,Destruction,Realistic,God Game,Education,Singleplayer,Early Access,VR,Open World,Indie,Casual,Atmospheric,Sci-fi,Great Soundtrack,Exploration,Space Sim"
Red Solstice 2: Survivors,"Strategy RPG,Real Time Tactics,Character Customization,RPG,Third Person,Strategy,Zombies,Team-Based,Sci-fi,Procedural Generation,Co-op,Aliens,Futuristic,Atmospheric,Multiplayer,Online Co-Op,Singleplayer,Tactical,Top-Down Shooter,Action"
Beasts of Bermuda,"Dinosaurs,Simulation,Survival,Massively Multiplayer,Adventure,Indie,Open World,Multiplayer,Early Access,PvP,Realistic,Sandbox,Third Person,Horror"
Sticky Business,"Casual,Simulation,Indie,Relaxing,Wholesome,Cute,Puzzle,Pixel Graphics,Colorful,Life Sim,Family Friendly,Singleplayer,2D,Cozy,LGBTQ+,Sandbox,Economy,Point & Click,Atmospheric,Immersive Sim"
SnowRunner - Season 4: New Frontiers,"Adventure,Simulation,Racing"
Unturned - Permanent Gold Upgrade,"Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Action,Crafting,Sandbox,Shooter,Co-op,FPS,Singleplayer,Post-apocalyptic,Indie,Casual,Funny,Massively Multiplayer,RPG,Horror"
Arma 3 Helicopters,"Simulation,Action,Strategy,Tactical,Military,Flight,Shooter,Singleplayer,Multiplayer"
Root,"Board Game,Strategy,Tabletop,War,Wargame,Cute,Indie,Simulation,PvP,Turn-Based Strategy,Singleplayer,Touch-Friendly,Asynchronous Multiplayer,Multiplayer,Card Game,Early Access,Puzzle,Solitaire,Top-Down,Cartoony"
Comedy Night,"Casual,Comedy,Experimental,Funny,Dark Humor,Dark Comedy,Immersive Sim,PvP,Cute,RPG,Life Sim,Character Customization,Third Person,Memes,Conversation,Atmospheric,Co-op,Simulation,Online Co-Op,Multiplayer"
Unholy,"Adventure,Female Protagonist,Atmospheric,Singleplayer,Puzzle,First-Person,Stealth,Dark,Violent,Gore,Walking Simulator,Realistic,Psychological Horror,Mystery,Soundtrack,Horror,Exploration,Survival,Mature,Relaxing"
Mars Horizon,"Management,Space,Strategy,Education,Mars,Space Sim,Science,Choices Matter,Historical,Building,Alternate History,Exploration,Turn-Based,Simulation,Stylized,Logic,Singleplayer,Immersive Sim,Resource Management,Physics"
Trine 2: Complete Story,"Puzzle Platformer,Platformer,Adventure,Action,Beautiful,2D Platformer,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Multiplayer,Physics,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual"
Rogue Legacy 2,"Arcade,Metroidvania,Platformer,Action,Indie,Adventure,Roguelite,RPG,Difficult,Singleplayer,2D,Side Scroller,Procedural Generation,Roguelike,Cartoony,Early Access,Souls-like,2D Platformer,Pixel Graphics,Multiplayer"
"Warhammer 40,000: Gladius - Adeptus Mechanicus","Strategy,Wargame,4X,Turn-Based Tactics,War,Fantasy,Tactical,Turn-Based Strategy,Singleplayer,3D,Grand Strategy,Dark Fantasy,Warhammer 40K"
Retrowave,"Racing,Indie,1980s,Casual,Retro,Simulation,Action,Music,Relaxing,Cyberpunk,1990's,Great Soundtrack,Singleplayer,Arcade,Futuristic,Psychedelic,Runner,Surreal,Atmospheric,Addictive"
Black Squad,"Free to Play,FPS,Shooter,Multiplayer,Action,Early Access,First-Person,Military,PvP,Singleplayer,Co-op,War,Tactical,Massively Multiplayer,Team-Based,Violent,Open World,Strategy,Gore,Adventure"
Dark Deception Complete,"Action,Indie,Adventure,Horror,RPG,Runner,Difficult,First-Person,Free to Play,Multiplayer,Singleplayer"
Euro Truck Simulator 2 - Volvo Construction Equipment,"Simulation,Indie,Driving"
Legion TD 2 - Desert Ridge Campaign,"Strategy,Indie,Casual,Online Co-Op,Multiplayer,Competitive,Replay Value,Auto Battler"
Titan Quest: Eternal Embers,"RPG,Action,Gore,Loot,Hack and Slash"
House Flipper - Luxury DLC,"Indie,Simulation,Casual,Singleplayer,Building,Family Friendly,Realistic,Design & Illustration,First-Person,Relaxing,Base Building,Destruction,Management,Economy,Education,Sandbox,3D,Replay Value,Memes,Immersive Sim"
Mon Bazou,"Early Access,Choose Your Own Adventure,Exploration,Racing,Sandbox,Driving,Building,Automobile Sim,Life Sim,Crafting,Physics,ATV,Motorbike,First-Person,3D,Open World,Relaxing,Third Person,Snow,Casual"
The Jackbox Party Pack 7,"Party Game,Party,Funny,Word Game,Board Game,2D,Team-Based,Comedy,Family Friendly,Colorful,Trivia,Cartoon,Co-op,Local Multiplayer,Local Co-Op,Casual,Multiplayer,Indie,Controller,Singleplayer"
RuneScape ®,"Free to Play,MMORPG,Open World,Massively Multiplayer,RPG,Multiplayer,Fantasy,Character Customization,Story Rich,Adventure,PvE,Lore-Rich,PvP,Classic,Cult Classic,Point & Click,Great Soundtrack,Exploration,Casual,Action"
OMSI 2: Steam Edition,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Moddable,Multiplayer,Casual,TrackIR,First-Person,Open World,Relaxing,Adventure,Replay Value,Family Friendly,Physics,Atmospheric,Management,Cult Classic,Action"
"Warhammer 40,000: Gladius - T'au","Strategy,Warhammer 40K"
Surviving Mars,"Colony Sim,City Builder,Strategy,Survival,Space,Base Building,Mars,Simulation,Sci-fi,Resource Management,Singleplayer,Building,Management,Sandbox,Space Sim,Futuristic,Open World,RTS,Great Soundtrack,Moddable"
Uncrashed : FPV Drone Simulator,"Simulation,Sports,Flight,Physics,Racing,Singleplayer,Realistic,First-Person,6DOF,Immersive Sim,3D,Indie,Exploration,Science,Combat Racing"
,
Space Engineers - Automatons,"Strategy,Action,Indie,Simulation"
Creepy Tale 3: Ingrid Penance,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
My Child Lebensborn Remastered,"Simulation,Life Sim,Story Rich,Emotional,Immersive Sim,Choices Matter,Indie,Singleplayer"
Warhammer: Vermintide 2 - Shadows Over Bögenhafen,"Violent,Gore,Co-op,Hack and Slash,First-Person,Online Co-Op,Dark Fantasy,Multiplayer,Action,FPS,Atmospheric,PvE,Games Workshop,Team-Based,Replay Value,Indie,Action RPG,Tactical,Moddable,Fantasy"
Dice Kingdoms,"Early Access,Board Game,City Builder,PvP,Multiplayer,Strategy,Medieval,Turn-Based,Turn-Based Strategy,Auto Battler,3D,Base Building,Action,Management,Minimalist,Stylized,Building,Singleplayer,Colorful,Indie"
Expeditions: Rome,"RPG,Strategy,Party-Based RPG,Turn-Based Strategy,CRPG,Rome,Turn-Based Tactics,Tactical RPG,3D,Top-Down,Historical,Atmospheric,Tactical,Choices Matter,Story Rich,Turn-Based Combat,Singleplayer,Female Protagonist,Turn-Based,Character Customization"
Day of Dragons,"Simulation,Dragons,Survival,Indie,Early Access,Multiplayer,RPG,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person"
Gas Station Simulator - Airstrip DLC,"Simulation,Indie,Singleplayer,Time Management,Casual,Building,Comedy,First-Person,Economy,Family Friendly,Immersive Sim,Management"
Train Simulator Classic,"Simulation,Trains,Singleplayer,Realistic,Driving,Casual,Relaxing,Open World,Building,Moddable,Level Editor,Sandbox,TrackIR,Atmospheric,Transportation,Action,Adventure,VR,City Builder,Strategy"
DR LIVESEY ROM AND DEATH EDITION,"Action,Cartoon,Spectacle fighter,Hand-drawn,Difficult,Roguelike,Retro,Dungeon Crawler,Beat 'em up,Singleplayer,Procedural Generation,Atmospheric,Looter Shooter,Combat,Dark,Shoot 'Em Up,RPG,Adventure,Comedy,2D"
Cultist Simulator,"Card Game,Management,Story Rich,Difficult,Horror,Roguelite,Tabletop,Lovecraftian,Atmospheric,Board Game,CRPG,Strategy RPG,Text-Based,Roguelike,RPG,2D,Multiple Endings,Crafting,Psychological Horror,Dark Humor"
Clanfolk,"Strategy,Simulation,Base Building,City Builder,Colony Sim,Building,Management,Sandbox,Survival,Economy,Resource Management,Moddable,Singleplayer,2D,Open World,Crafting,Automation,Replay Value,Procedural Generation,Early Access"
Move or Die,"Multiplayer,Funny,Local Multiplayer,Action,Fast-Paced,2D,Indie,4 Player Local,Online Co-Op,Platformer,Casual,Competitive,Co-op,Local Co-Op,Arcade,Great Soundtrack,Memes,Party Game,Singleplayer,Party"
Vampyr - The Hunters Heirlooms DLC,"Action,RPG"
Stronghold 2: Steam Edition,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management"
Stellaris: Aquatics Species Pack,"Strategy,Simulation,Space,4X,Sci-fi,Grand Strategy,RTS,Building,Singleplayer,Futuristic,Replay Value,Procedural Generation,Exploration,Atmospheric,Real-Time with Pause,Management,Diplomacy,Sandbox,Military,Multiplayer"
Beyond The Wire,"FPS,War,World War I,Military,PvP,Shooter,Tanks,First-Person,Historical,Strategy,Action,Realistic,Simulation,Tactical,Combat,Massively Multiplayer,Atmospheric,Multiplayer,Gore,Indie"
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,"VR,Action,Zombies,Survival Horror,Horror,Adventure,RPG,Action RPG,Action-Adventure,Singleplayer,Shooter,FPS,First-Person,Survival,Choices Matter,Open World,Combat,Gore,Violent,Multiplayer"
DRAGON BALL FighterZ,"Fighting,Anime,Action,2D Fighter,Multiplayer,Local Multiplayer,Competitive,Controller,Singleplayer,Arcade,PvP,eSports,Difficult,Fast-Paced,Spectacle fighter,Combat,Beat 'em up,Comic Book,Third Person,Adventure"
We Were Here Too,"Escape Room,Online Co-Op,Puzzle,Co-op,Horror,Action-Adventure,Investigation,Multiplayer,First-Person,Atmospheric,Adventure,Multiple Endings,Co-op Campaign,Psychological Horror,Mystery,Linear,Casual,Dark,Immersive,Indie"
Iratus: Lord of the Dead,"RPG,Strategy,Indie,Turn-Based Combat,Roguelike,Dark Fantasy,Roguelite,Villain Protagonist,Dark,Turn-Based,Turn-Based Tactics,Lovecraftian,Fantasy,2D,Difficult,Replay Value,Gothic,Dungeon Crawler,Violent,Gore"
Cities: Skylines - Plazas & Promenades,"Strategy,Simulation"
Age of History II,"Strategy,Historical,War,Grand Strategy,Turn-Based Strategy,Turn-Based,Political Sim,Simulation,Sandbox,Singleplayer,World War II,Political,Diplomacy,Multiplayer,Politics,Alternate History,World War I,Indie,Casual,Open World"
Assetto Corsa Competizione - 2023 GT World Challenge Pack,"Indie,Simulation,Racing,Sports,eSports"
My Friend Pedro,"Action,Indie,Shooter,Parkour,Violent,Bullet Time,Great Soundtrack,Gore,Singleplayer,Side Scroller,Platformer,Fast-Paced,Funny,Comedy,2.5D,2D,Blood,Physics,Controller,Multiplayer"
Starship Troopers: Terran Command,"Strategy,RTS,Singleplayer,Military,Tactical,War,Sci-fi,Resource Management,Real-Time,Wargame,Base Building,Great Soundtrack,Replay Value,Artificial Intelligence,Aliens,Tower Defense,Gore,Multiplayer,Villain Protagonist,Simulation"
Prison Simulator,"RPG,Casual,Simulation,Crime,Action,Singleplayer,FPS,First-Person,Realistic,Sandbox,Atmospheric,Funny,Dark Comedy,Stealth,Story Rich,Open World,Trading,Inventory Management,Conversation,Combat"
Gloomhaven,"Dark Fantasy,Turn-Based Combat,Card Game,Turn-Based Strategy,Unforgiving,Tactical RPG,Class-Based,Strategy,Difficult,Co-op Campaign,3D,Deckbuilding,RPG,Tactical,Turn-Based Tactics,Turn-Based,Singleplayer,Party-Based RPG,Dungeon Crawler,Board Game"
The Mortuary Assistant,"Horror,Supernatural,Demons,Mystery,Atmospheric,Surreal,Simulation,Adventure,Singleplayer,Indie,First-Person,Dark,Exploration,3D,Realistic,Thriller,Hidden Object,Female Protagonist,Medical Sim,Multiplayer"
